식품군,식품,평균(g),표준오차(g),p1(g),p5(g),p10(g),p25(g),p50(g),p75(g),p90(g),p95(g),p99(g),n
양념류,춘장,0.31,0.02,0.04,0.04,0.07,0.14,0.3,0.41,0.58,0.6,0.73,28
양념류,효모,0.01,0,0,0,0,0.01,0.01,0.02,0.03,0.03,0.04,31
양념류,혼합양념,0.23,0.04,0.01,0.01,0.02,0.08,0.1,0.23,0.7,0.79,0.97,20
유지(식물),들기름,0.01,0,0,0,0,0,0,0,0.01,0.03,0.08,234
유지(식물),마가린,0.01,0.01,0,0,0,0,0,0.01,0.02,0.03,0.16,33
유지(식물),쌀겨기름(미강유),0,0,0,0,0,0,0,0,0,0.01,0.02,42
유지(식물),옥수수기름,0.01,0,0,0,0,0,0,0,0,0.02,0.08,170
유지(식물),올리브유,0.01,0,0,0,0,0,0,0.01,0.04,0.07,0.15,149
유지(식물),유채씨기름/채종유,0.04,0.01,0,0,0,0,0.01,0.02,0.1,0.14,0.22,119
유지(식물),참기름,0.03,0,0,0,0,0.01,0.02,0.04,0.07,0.11,0.17,460
유지(식물),콩기름,0.12,0.01,0,0,0,0.02,0.07,0.17,0.29,0.39,0.81,431
유지(식물),해바라기유,0.01,0,0,0,0,0,0,0,0,0.02,0.15,71
육류,닭고기,2.58,0.24,0.01,0.03,0.2,0.68,1.68,3.48,5.13,8.94,12.57,142
육류,닭고기튀김,2.68,0.36,0.05,0.18,0.3,0.71,1.93,4.5,5.2,5.23,7.48,35
육류,닭육수,0.36,0.04,0,0,0.01,0.01,0.01,0.54,1.1,1.25,1.79,20
육류,돼지고기,1.16,0.07,0.01,0.05,0.12,0.33,0.78,1.55,2.72,3.21,5.21,302
육류,"돼지고기,삼겹살",0.76,0.11,0,0,0.01,0.04,0.16,1.18,2.32,2.77,4.75,143
육류,"돼지고기,부산물",1.09,0.3,0,0,0,0.16,0.65,1.26,2.09,3.09,5.87,34
육류,돈까스/탕수육,0.42,0.16,0,0,0.01,0.02,0.08,0.36,1.08,1.22,2.88,21
육류,"돼지고기가공품,햄/소시지/베이컨",0.69,0.07,0,0.03,0.05,0.1,0.34,1,1.63,2.17,3.56,198
육류,"쇠고기,한우",0.98,0.1,0,0.02,0.04,0.19,0.46,1.17,2.37,3.61,7.35,263
육류,"쇠고기,수입우",0.35,0.18,0,0,0,0,0.01,0.05,0.96,1.18,3.81,26
육류,"쇠고기,부산물",1.78,0.27,0.26,0.26,0.43,0.73,1.26,2.23,3.32,4.36,5.67,20
육류,"쇠고기,족,사골국물",2.05,0.45,0.02,0.03,0.06,0.34,0.62,2.28,5.77,8.75,12.82,56
난류,달걀,0.77,0.05,0.01,0.03,0.06,0.18,0.51,1.03,1.69,2.59,4.19,389
어패류,어류국물,1.83,0.13,0.01,0.03,0.1,0.51,1.33,2.32,4.31,5.8,7.56,187
어패류,고등어,0.62,0.1,0.08,0.11,0.15,0.19,0.54,0.83,1.41,1.45,1.8,25
어패류,어패류알,0.16,0.07,0,0,0,0,0.01,0.08,0.39,0.43,1.73,37
어패류,어류젓,0.16,0.02,0,0,0,0.01,0.05,0.12,0.34,0.63,0.88,20
어패류,"생선,통조림",0.45,0.09,0,0,0,0.04,0.32,0.65,0.92,1.29,2.41,67
어패류,"멸치,자건품",0.08,0.01,0,0,0,0.01,0.05,0.09,0.22,0.23,0.63,127
어패류,어패류액젓,0.02,0,0,0,0,0,0.01,0.02,0.04,0.06,0.1,73
어패류,어묵,0.47,0.06,0,0.01,0.02,0.04,0.22,0.65,1.28,1.47,2.92,153
어패류,"어묵,게맛살",0.07,0.01,0,0,0.01,0.01,0.02,0.04,0.17,0.22,0.64,99
어패류,"새우/패류,젓",0.04,0.01,0,0,0,0,0.01,0.03,0.09,0.23,0.28,47
어패류,바지락조개,0.12,0.02,0,0.01,0.01,0.02,0.04,0.15,0.28,0.54,0.68,66
어패류,소라,0.01,0,0,0,0,0,0.01,0.02,0.02,0.02,0.02,21
어패류,홍합/진주담치,0.12,0.02,0,0,0.01,0.01,0.03,0.12,0.36,0.52,0.78,52
어패류,갑오징어,0.01,0,0,0,0,0,0,0.01,0.02,0.03,0.03,30
어패류,게,0.45,0.18,0,0,0,0.01,0.03,0.29,1.11,1.49,5.27,42
어패류,낙지,1.03,0.18,0,0.01,0.01,0.02,0.18,1.82,2.33,2.87,3.86,23
어패류,새우,0.24,0.04,0,0,0,0.03,0.1,0.27,0.58,0.92,1.86,94
어패류,오징어,0.32,0.06,0,0,0.01,0.02,0.11,0.47,0.79,1.27,1.83,77
우유류,우유,4.05,0.19,0.01,0.27,1.05,2.58,3.51,4.82,8.15,9.73,11.18,193
우유류,아이스크림,1.89,0.15,0.06,0.23,0.43,0.99,1.89,2.39,3.41,3.94,4.79,64
우유류,"요구르트,액상",1.29,0.14,0.26,0.33,0.62,0.98,1.13,1.34,1.69,2.96,3.33,21
우유류,"요구르트,호상",3.28,0.27,0.01,0.51,0.84,1.58,2.73,4.72,6.54,6.57,8.18,37
우유류,치즈,0.31,0.05,0,0.01,0.01,0.03,0.18,0.39,0.85,1.07,1.67,98
유지(동물),돼지기름,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0.03,27
유지(동물),버터,0.09,0.02,0,0,0,0.01,0.03,0.12,0.3,0.36,0.55,88
