"전체","연령별2",1-2세,157,1.2,0.7,172,1.3,0.9,122,3.4,1.7,95,5.2,2.6,73,3.8,2.6,70,5.7,2.4
"전체","연령별2",3-5세,278,7.8,1.9,246,2.0,0.9,235,5.8,1.5,179,7.7,2.6,154,3.2,1.7,127,4.6,2.1
"전체","연령별2",6-11세,547,6.9,1.3,511,4.9,1.1,555,7.6,1.4,381,7.2,1.4,383,8.8,1.7,376,7.4,1.7
"전체","연령별2",12-18세,464,4.1,1.0,432,7.3,1.4,463,8.5,1.4,349,6.1,1.3,357,3.9,1.0,308,4.2,1.1
"전체","연령별2",19-29세,653,7.4,1.3,682,7.3,1.1,669,9.9,1.2,624,5.9,1.0,584,9.0,1.6,570,7.5,1.2
"전체","연령별2",30-49세,1873,7.9,0.7,1912,7.7,0.7,1891,8.8,0.7,1440,10.1,0.9,1359,6.4,0.7,1420,5.6,0.7
"전체","연령별2",50-64세,1650,2.6,0.4,1617,4.3,0.6,1630,4.6,0.7,1355,5.9,0.8,1405,5.1,0.7,1408,6.5,0.7
"전체","연령별2",65세이상,1545,1.8,0.4,1492,1.4,0.3,1582,1.6,0.4,1385,2.8,0.6,1625,2.2,0.4,1551,2.6,0.5
"전체","거주지역별",동,5867,5.4,0.4,5822,5.8,0.4,5769,6.9,0.4,4721,6.9,0.5,4607,6.0,0.5,4542,5.6,0.4
"전체","거주지역별",읍면,1300,4.8,1.0,1242,3.6,0.8,1378,5.3,0.9,1087,6.3,1.2,1333,3.7,0.7,1288,5.3,0.6
"전체","소득수준별",하,1435,3.4,0.5,1411,5.9,0.7,1422,6.3,0.9,1165,5.4,0.9,1182,4.1,0.7,1173,4.5,0.7
"전체","소득수준별",중하,1453,5.3,0.7,1415,5.8,0.8,1403,5.7,0.8,1161,7.1,1.0,1200,5.1,0.8,1181,3.6,0.7
"전체","소득수준별",중,1437,5.8,0.8,1401,6.7,0.9,1454,7.2,0.9,1166,8.0,1.0,1206,4.3,0.7,1187,5.3,0.8
"전체","소득수준별",중상,1453,5.9,0.8,1413,3.6,0.7,1436,6.8,0.8,1116,6.9,0.9,1161,7.4,1.0,1148,6.8,0.9
"전체","소득수준별",상,1375,6.3,0.9,1411,5.6,0.8,1405,7.2,1.0,1182,6.6,1.0,1163,7.3,1.1,1133,7.2,1.0
"전체","거주지역(표준화)별",동,5867,5.9,0.4,5822,6.2,0.4,5769,7.6,0.5,4721,7.4,0.5,4607,6.4,0.5,4542,5.8,0.4
"전체","거주지역(표준화)별",읍면,1300,6.5,1.4,1242,4.1,0.9,1378,6.8,1.3,1087,7.7,1.5,1333,4.1,1.0,1288,6.2,0.8
"전체","소득수준(표준화)별",하,1435,3.7,0.6,1411,6.1,0.8,1422,7.2,1.0,1165,6.0,1.0,1182,4.8,0.8,1173,5.1,0.7
"전체","소득수준(표준화)별",중하,1453,5.8,0.8,1415,6.3,0.9,1403,6.1,0.9,1161,8.1,1.2,1200,5.7,1.0,1181,3.9,0.8
"전체","소득수준(표준화)별",중,1437,6.2,0.8,1401,7.6,1.1,1454,8.1,1.0,1166,8.7,1.2,1206,4.4,0.8,1187,6.2,0.9
"전체","소득수준(표준화)별",중상,1453,6.7,0.9,1413,3.8,0.7,1436,7.8,0.9,1116,7.1,0.9,1161,7.9,1.1,1148,6.7,1.0
"전체","소득수준(표준화)별",상,1375,7.4,1.0,1411,6.1,0.9,1405,7.8,1.1,1182,7.4,1.1,1163,8.3,1.2,1133,7.3,1.0
"남자","전체",1세이상,3233,7.1,0.6,3144,7.0,0.6,3202,8.5,0.6,2612,8.6,0.6,2639,6.4,0.6,2605,6.4,0.6
"남자","전체",19세이상,2483,7.2,0.7,2442,7.4,0.7,2495,8.7,0.7,2084,9.0,0.7,2140,6.8,0.7,2142,6.4,0.6
"남자","전체",1세이상(표준화),3233,7.7,0.6,3144,7.3,0.6,3202,9.2,0.6,2612,9.0,0.7,2639,6.8,0.7,2605,6.7,0.6
"남자","전체",19세이상(표준화),2483,8.0,0.7,2442,7.9,0.7,2495,9.8,0.7,2084,9.7,0.8,2140,7.6,0.8,2142,6.6,0.7
"남자","연령별1",1-9세,429,8.4,1.9,374,3.9,1.2,373,7.2,1.7,273,7.9,2.2,240,4.8,1.5,225,8.5,2.3
"남자","연령별1",10-18세,321,5.4,1.4,328,6.2,1.4,334,7.7,1.7,255,5.4,1.4,259,4.0,1.3,238,5.5,1.3
"남자","연령별1",19-29세,309,7.7,1.8,323,8.0,1.7,323,12.0,2.1,292,6.2,1.5,279,10.0,2.3,257,8.6,1.8
"남자","연령별1",30-39세,362,15.1,2.1,382,10.6,1.6,384,15.5,1.9,270,19.3,2.5,232,12.2,2.4,276,5.9,1.4
"남자","연령별1",40-49세,417,7.2,1.6,425,9.6,1.5,441,9.1,1.5,348,7.1,1.4,351,4.4,1.1,323,6.3,1.4
"남자","연령별1",50-59세,498,4.8,1.0,436,7.3,1.4,433,6.2,1.2,377,8.7,1.9,370,6.6,1.6,373,8.1,1.5
"남자","연령별1",60-69세,437,2.2,0.7,443,3.1,0.9,450,3.6,1.0,368,6.7,1.8,414,3.5,0.9,457,5.1,1.1
"남자","연령별1",70세이상,460,2.2,0.8,433,1.2,0.6,464,1.8,0.7,429,3.6,1.2,494,1.8,0.6,456,2.8,0.8
"남자","연령별2",1-2세,90,1.6,1.2,88,2.5,1.8,56,3.5,2.5,41,6.1,4.4,42,6.9,4.8,38,6.3,3.6
"남자","연령별2",3-5세,154,9.9,2.7,126,2.7,1.4,127,7.3,2.5,93,9.3,3.5,79,1.2,1.0,61,4.7,2.8
"남자","연령별2",6-11세,270,9.9,2.1,255,4.3,1.5,287,8.0,1.8,201,5.9,1.9,191,7.7,2.0,195,9.0,2.7
"남자","연령별2",12-18세,236,4.6,1.6,233,7.3,1.7,237,7.8,2.0,193,6.2,1.7,187,2.5,1.3,169,5.8,1.6
"남자","연령별2",19-29세,309,7.7,1.8,323,8.0,1.7,323,12.0,2.1,292,6.2,1.5,279,10.0,2.3,257,8.6,1.8
"남자","연령별2",30-49세,779,10.9,1.3,807,10.1,1.1,825,12.1,1.2,618,12.9,1.4,583,8.1,1.3,599,6.1,1.0
"남자","연령별2",50-64세,724,4.2,0.8,702,6.1,1.0,679,5.6,1.0,584,8.5,1.5,582,5.6,1.2,596,7.6,1.2
"남자","연령별2",65세이상,671,2.1,0.6,610,1.9,0.6,668,2.1,0.6,590,4.1,1.1,696,2.5,0.7,690,3.2,0.7
"남자","거주지역별",동,2629,7.2,0.6,2591,7.5,0.7,2577,8.7,0.6,2114,8.4,0.7,2044,6.7,0.7,2019,6.5,0.6
"남자","거주지역별",읍면,604,7.0,1.8,553,3.8,1.0,625,7.2,1.4,498,9.5,2.2,595,4.9,1.0,586,6.3,1.0
"남자","소득수준별",하,656,4.0,0.8,621,6.5,1.1,646,8.3,1.4,528,7.9,1.4,535,3.6,1.0,525,4.7,1.0
"남자","소득수준별",중하,651,7.2,1.2,631,6.7,1.2,626,7.9,1.3,528,7.9,1.4,532,5.6,1.1,527,4.2,1.0
"남자","소득수준별",중,652,6.6,1.1,622,8.4,1.6,650,8.4,1.5,531,10.5,1.7,541,5.2,1.2,529,6.1,1.2
"남자","소득수준별",중상,661,8.9,1.3,632,5.5,1.2,652,9.2,1.4,503,8.7,1.7,514,7.9,1.5,511,8.6,1.4
"남자","소득수준별",상,607,9.0,1.6,632,7.9,1.3,617,8.9,1.5,517,7.9,1.4,507,10.0,1.8,510,8.3,1.4
"남자","거주지역(표준화)별",동,2629,7.6,0.7,2591,7.7,0.7,2577,9.3,0.7,2114,8.9,0.7,2044,7.1,0.8,2019,6.7,0.7
"남자","거주지역(표준화)별",읍면,604,9.3,2.2,553,3.6,1.0,625,8.8,1.6,498,10.5,2.2,595,5.0,1.6,586,7.2,1.4
"남자","소득수준(표준화)별",하,656,4.4,0.9,621,6.3,1.1,646,9.1,1.5,528,8.7,1.5,535,4.6,1.1,525,5.2,1.1
"남자","소득수준(표준화)별",중하,651,7.6,1.2,631,7.5,1.3,626,8.2,1.3,528,8.9,1.5,532,6.2,1.3,527,4.3,1.1
"남자","소득수준(표준화)별",중,652,6.9,1.2,622,9.0,1.8,650,9.2,1.5,531,10.6,1.8,541,4.9,1.1,529,7.0,1.4
"남자","소득수준(표준화)별",중상,661,9.7,1.4,632,5.6,1.2,652,10.2,1.6,503,8.4,1.5,514,8.2,1.5,511,8.3,1.5
"남자","소득수준(표준화)별",상,607,10.1,1.7,632,8.3,1.4,617,9.4,1.6,517,8.8,1.6,507,10.8,1.9,510,8.6,1.6
"여자","전체",1세이상,3934,3.5,0.4,3920,4.0,0.4,3945,4.8,0.5,3196,5.0,0.5,3301,4.8,0.5,3225,4.6,0.5
"여자","전체",19세이상,3238,3.5,0.4,3261,3.8,0.4,3277,4.4,0.4,2720,4.7,0.5,2833,4.5,0.5,2807,4.7,0.5
"여자","전체",1세이상(표준화),3934,4.0,0.5,3920,4.6,0.5,3945,5.5,0.6,3196,5.9,0.6,3301,5.5,0.6,3225,5.0,0.5
"여자","전체",19세이상(표준화),3238,4.2,0.5,3261,4.5,0.5,3277,5.0,0.5,2720,5.6,0.6,2833,5.1,0.6,2807,5.2,0.6
"여자","연령별1",1-9세,383,3.6,1.0,382,2.8,0.9,363,5.8,1.6,262,6.3,1.7,243,7.0,2.0,220,5.3,1.5
"여자","연령별1",10-18세,313,3.7,1.1,277,7.0,2.1,305,8.5,1.8,214,7.2,1.8,225,6.2,1.6,198,3.2,1.2
"여자","연령별1",19-29세,344,7.0,1.7,359,6.5,1.3,346,7.6,1.5,332,5.6,1.4,305,7.8,2.0,313,6.2,1.4
"여자","연령별1",30-39세,483,4.0,0.9,480,5.8,1.2,471,5.4,1.1,363,9.3,1.8,317,6.2,1.5,349,7.2,1.5
"여자","연령별1",40-49세,611,5.4,0.9,625,4.7,0.9,595,5.1,1.1,459,5.5,1.2,459,3.4,0.9,472,3.5,0.8
"여자","연령별1",50-59세,618,0.9,0.4,619,2.7,0.7,628,4.6,1.0,484,4.7,1.1,539,4.5,1.2,492,5.8,1.3
"여자","연령별1",60-69세,599,1.8,0.6,554,2.1,0.6,593,2.1,0.8,524,1.9,0.6,567,3.6,1.0,605,4.2,0.9
"여자","연령별1",70세이상,583,1.3,0.6,624,0.5,0.3,644,0.4,0.2,558,1.0,0.5,646,1.8,0.7,576,1.2,0.6
"여자","연령별2",1-2세,67,0.7,0.7,84,0.2,0.2,66,3.3,2.4,54,4.3,2.9,31,0.0,-,32,5.0,3.4
"여자","연령별2",3-5세,124,5.6,2.1,120,1.0,1.0,108,4.0,2.0,86,5.9,2.5,75,5.3,3.1,66,4.5,3.2
"여자","연령별2",6-11세,277,3.7,1.3,256,5.5,1.5,268,7.2,1.9,180,8.6,2.1,192,9.8,2.6,181,5.7,1.7
"여자","연령별2",12-18세,228,3.5,1.2,199,7.3,2.5,226,9.2,2.1,156,6.0,1.9,170,5.4,1.7,139,2.5,1.4
"여자","연령별2",19-29세,344,7.0,1.7,359,6.5,1.3,346,7.6,1.5,332,5.6,1.4,305,7.8,2.0,313,6.2,1.4
"여자","연령별2",30-49세,1094,4.8,0.7,1105,5.2,0.7,1066,5.2,0.8,822,7.2,1.0,776,4.7,0.9,821,5.2,0.9
"여자","연령별2",50-64세,926,1.1,0.3,915,2.6,0.6,951,3.6,0.7,771,3.3,0.8,823,4.6,1.0,812,5.4,0.9
"여자","연령별2",65세이상,874,1.6,0.5,882,0.9,0.4,914,1.2,0.4,795,1.9,0.5,929,1.9,0.5,861,2.0,0.6
"여자","거주지역별",동,3238,3.7,0.4,3231,4.1,0.4,3192,5.1,0.5,2607,5.4,0.6,2563,5.3,0.5,2523,4.7,0.5
"여자","거주지역별",읍면,696,2.5,1.0,689,3.4,1.1,753,3.5,0.9,589,2.9,0.8,738,2.4,0.9,702,4.2,0.9
"여자","소득수준별",하,779,2.8,0.7,790,5.4,1.0,776,4.3,0.8,637,3.0,0.7,647,4.7,1.1,648,4.4,0.8
"여자","소득수준별",중하,802,3.2,0.7,784,4.8,1.0,777,3.5,0.9,633,6.3,1.2,668,4.7,1.2,654,2.9,0.9
"여자","소득수준별",중,785,5.1,1.1,779,4.9,1.1,804,6.0,1.1,635,5.5,1.1,665,3.5,0.8,658,4.5,0.8
"여자","소득수준별",중상,792,2.9,0.9,781,1.7,0.5,784,4.4,0.9,613,5.0,1.1,647,6.9,1.3,637,5.0,0.9
"여자","소득수준별",상,768,3.8,0.8,779,3.3,0.7,788,5.5,1.2,665,5.4,1.1,656,4.6,0.8,623,6.1,1.4
"여자","거주지역(표준화)별",동,3238,4.1,0.5,3231,4.6,0.5,3192,5.7,0.6,2607,6.1,0.6,2563,5.8,0.6,2523,4.9,0.5
"여자","거주지역(표준화)별",읍면,696,3.3,1.4,689,4.6,1.2,753,4.5,1.4,589,4.6,1.5,738,3.0,1.3,702,5.2,1.1
"여자","소득수준(표준화)별",하,779,3.0,0.7,790,6.2,1.2,776,5.1,0.8,637,3.3,0.8,647,5.0,1.2,648,4.9,0.9
"여자","소득수준(표준화)별",중하,802,3.8,0.8,784,5.2,1.1,777,3.8,1.1,633,7.3,1.4,668,5.4,1.4,654,3.5,1.2
"여자","소득수준(표준화)별",중,785,5.5,1.1,779,6.0,1.3,804,6.9,1.3,635,6.8,1.4,665,3.7,0.9,658,5.5,1.0
"여자","소득수준(표준화)별",중상,792,3.5,1.1,781,1.7,0.5,784,5.2,1.1,613,5.8,1.2,647,7.6,1.7,637,5.1,1.0
"여자","소득수준(표준화)별",상,768,4.7,1.1,779,3.6,0.8,788,6.2,1.4,665,6.1,1.2,656,5.6,1.0,623,5.8,1.3
